Address,Price,Link
"AMLI RidgeGate | 10020 Trainstation Cir, Lone Tree, CO","$1,896",https://www.zillow.com/b/amli-ridgegate-lone-tree-co-5Xt8wD/
"Solaire Apartment Homes | 1287 S 8th Ave, Brighton, CO","$1,506",https://www.zillow.com/b/solaire-apartment-homes-brighton-co-5Zgs7D/
"Indigo Apartments-Lewis Management Corp | 11165 Veterans Pkwy, Reno, NV","$1,631",https://www.zillow.com/b/indigo-apartments-lewis-management-corp-reno-nv-BvYDNk/
"Blossoms at Brentwood | 2255 Amber Ln, Brentwood, CA","$2,525",https://www.zillow.com/b/blossoms-at-brentwood-brentwood-ca-9NNJjm/
"Blossoms at Brentwood, 2255 Amber Ln #3141, Brentwood, CA 94513","$2,995/mo",https://www.zillow.com/b/blossoms-at-brentwood-brentwood-ca-9NNJjm/
"Hacienda Apartments | 2666 Cottage Way, Sacramento, CA","$1,545",https://www.zillow.com/b/hacienda-apartments-sacramento-ca-5Xk5hK/
"Residence at South Haven Farms | 1461 E 50 S, Payson, UT","$1,325",https://www.zillow.com/b/residence-at-south-haven-farms-payson-ut-C57zh2/
"El Camino - Brentwood Apartments | 2823-2831 El Camino Ave, Sacramento, CA","$1,150",https://www.zillow.com/b/el-camino-brentwood-apartments-sacramento-ca-C84xbY/
"Vernola Marketplace | BRAND-NEW LUXURY APARTMENTS | 6770 Pats Ranch Rd, Mira Loma, CA","$2,530",https://www.zillow.com/b/vernola-marketplace-%7c-brand-new-luxury-apartments-jurupa-valley-ca-C23bSx/
"Vernola Marketplace | BRAND-NEW LUXURY APARTMENTS, 6770 Pats Ranch Rd #6201, Mira Loma, CA 91752","$2,890/mo",https://www.zillow.com/b/vernola-marketplace-%7c-brand-new-luxury-apartments-jurupa-valley-ca-C23bSx/
"Alvera at The Meadows | 688 W Nicholes Ln, American Fork, UT","$1,350",https://www.zillow.com/b/alvera-at-the-meadows-american-fork-ut-BsTmMt/
"Dovetail Apartments | 1350 N Webb Way, Meridian, ID","$1,384",https://www.zillow.com/b/dovetail-apartments-meridian-id-C9qjkM/
"Parq at Camino | 4555 Camino Al Norte, North Las Vegas, NV","$1,350",https://www.zillow.com/b/parq-at-camino-north-las-vegas-nv-CG94gK/
"Vintage Faire | 11070 Hirschfeld Way, Rancho Cordova, CA","$1,625",https://www.zillow.com/b/vintage-faire-rancho-cordova-ca-5Xk3Vq/
"The Retreat Luxury Apartments & Townhomes | 1100 Solitude Trl, Reno, NV","$1,699",https://www.zillow.com/b/the-retreat-luxury-apartments-%26-townhomes-reno-nv-C7zYrY/
"The Highlands at Grand Terrace | 11750 Mount Vernon Ave, Grand Terrace, CA","$2,002",https://www.zillow.com/b/the-highlands-at-grand-terrace-grand-terrace-ca-5XkKXr/
"Regalia Crest | 3536 Watt Ave, Sacramento, CA","$1,350",https://www.zillow.com/b/regalia-crest-sacramento-ca-5Xk3Gb/
"Caliber at Hyland Village | 5403 W 96th Ave, Broomfield, CO","$2,369",https://www.zillow.com/b/caliber-at-hyland-village-westminster-co-BK7kWP/
"VIDA at Daybreak | 11400 S Grandville Ln, South Jordan, UT","$1,298",https://www.zillow.com/b/vida-at-daybreak-south-jordan-ut-BsQp2h/
"Reserve at Arrowhead | 7701 W Saint John Rd, Glendale, AZ","$1,350",https://www.zillow.com/b/reserve-at-arrowhead-glendale-az-5XhyJL/
"Hadley | 501 E 102nd Ave, Thornton, CO","$1,530",https://www.zillow.com/b/hadley-thornton-co-5Z8dDv/
"JosephineDTLA | 801 S Hope St, Los Angeles, CA","$2,749",https://www.zillow.com/b/josephinedtla-los-angeles-ca-5Yy5r2/
"Courtyard at Artisan Square | 1503 Fulton Ave, Sacramento, CA","$1,545",https://www.zillow.com/b/courtyard-at-artisan-square-sacramento-ca-5XjThw/
"Newport Apartments, 575 W Hacienda Ave, Campbell, CA 95008","$2,695",https://www.zillow.com/b/newport-apartments-campbell-ca-5XjLjQ/
"Vanowen 48 | 11848 Vanowen St, North Hollywood, CA","$2,765",https://www.zillow.com/b/vanowen-48-north-hollywood-ca-9MbTSn/
"Raincross Promenade | 3250 Market St, Riverside, CA","$2,495",https://www.zillow.com/b/raincross-promenade-riverside-ca-5Xyn3Y/
"The Mason Flats, 1605 Lexington Ln #1208, Pleasanton, CA 94566","$2,922/mo",https://www.zillow.com/b/the-mason-flats-pleasanton-ca-9mgRFT/
"Aria | 1200 W 1700 S, Syracuse, UT","$1,435",https://www.zillow.com/b/aria-syracuse-ut-CXGFpc/
"Heritage Oaks | 4033 McClain Way, Carmichael, CA","$1,625",https://www.zillow.com/b/heritage-oaks-carmichael-ca-5XjLcK/
"Sedona Peaks | 12721 W Buckeye Rd, Avondale, AZ","$1,960",https://www.zillow.com/b/sedona-peaks-avondale-az-5XjqBJ/
"Fulton Woods | 1000 Fulton Ave, Sacramento, CA","$1,475",https://www.zillow.com/b/fulton-woods-sacramento-ca-5Xj9GV/
"The Marion | 2228 Edison Ave, Sacramento, CA","$1,499",https://www.zillow.com/b/the-marion-sacramento-ca-5Xxd5X/
"The Oasis at Belmont Square | 2020 Jerry Murphy Rd, Pueblo, CO","$1,025",https://www.zillow.com/b/the-oasis-at-belmont-square-pueblo-co-5XhvWN/
"Camden Landmark | 950 N Duesenberg Dr, Ontario, CA","$2,339",https://www.zillow.com/b/camden-landmark-ontario-ca-5XjQRt/
"Sycamore Park Apartments | 1221 N Vineyard Ave, Ontario, CA","$2,300",https://www.zillow.com/b/sycamore-park-apartments-ontario-ca-5XjV5P/
"Black Cat Apts LLC | 6580 Crafted Ln, Meridian, ID","$1,695",https://www.zillow.com/b/black-cat-apts-llc-meridian-id-CF6hP4/
"Ironhorse Apartments | 1600 Iron Horse Dr, Longmont, CO","$1,729",https://www.zillow.com/b/ironhorse-apartments-longmont-co-63f2JN/
"Zinc | 2005 N 103rd Ave, Avondale, AZ","$1,510",https://www.zillow.com/b/zinc-avondale-az-9TkLKT/
"Grayson Apartments | 10055 Terra Loma Dr, Rancho Cordova, CA","$1,495",https://www.zillow.com/b/grayson-apartments-rancho-cordova-ca-5XjB3k/
"Maple at Starling Place, 642 Maple Ct #146, San Jacinto, CA 92582","$2,950/mo",https://www.zillow.com/b/maple-at-starling-place-san-jacinto-ca-CHyPTh/
"Amelia | 3065 Village At The Park Dr, Camarillo, CA","$2,757",https://www.zillow.com/b/amelia-camarillo-ca-CGKn9J/
"Copper Point | 1111 E Brown Rd, Mesa, AZ","$1,718",https://www.zillow.com/b/copper-point-mesa-az-5XhyKh/
"Casa Sole Vita Townhomes | 529 S Hawes Rd, Mesa, AZ","$2,245",https://www.zillow.com/b/casa-sole-vita-townhomes-mesa-az-9Tb7x9/
"Pico Primo | 5550 W Pico Blvd, Los Angeles, CA","$2,677",https://www.zillow.com/b/pico-primo-los-angeles-ca-9TydXb/
"Canvas LA | 138 N Beaudry Ave, Los Angeles, CA","$2,773",https://www.zillow.com/b/canvas-la-los-angeles-ca-5XkJnK/
"Hart Apartments | 157 S 275 E, Clearfield, UT","$1,459",https://www.zillow.com/b/hart-apartments-clearfield-ut-C8kqzf/
"Townes at Peace Way | 10132 Serenity Star Way, Las Vegas, NV","$2,595",https://www.zillow.com/b/townes-at-peace-way-las-vegas-nv-C5sykR/
"Keller at Town Square | 150 E Warner Rd, Gilbert, AZ","$1,820",https://www.zillow.com/b/keller-at-town-square-gilbert-az-BGywcN/
"The Aston at University Place | 730 E 950 S, Orem, UT","$1,299",https://www.zillow.com/b/the-aston-at-university-place-orem-ut-65cbPq/
"Shoreline, 1801 Shoreline Dr, Alameda, CA 94501","$2,695",https://www.zillow.com/b/shoreline-alameda-ca-5XjPbq/
"Alta Sloans Lake | 1605 Sheridan Blvd, Denver, CO","$1,889",https://www.zillow.com/b/alta-sloans-lake-lakewood-co-9LdrMx/
"17th & Broadway | 447 17th St, Oakland, CA","$2,710",https://www.zillow.com/b/17th-%26-broadway-oakland-ca-BPLsFL/
"Brookwood | 18537 E Arrow Hwy, Covina, CA","$2,095",https://www.zillow.com/b/brookwood-covina-ca-5XjSqS/
"West Hollywood Ritz | 1616 N Poinsettia Pl, Los Angeles, CA","$2,395",https://www.zillow.com/b/west-hollywood-ritz-los-angeles-ca-5XjW2m/
"The Vistas at Villa Bella | 2195 Alamosa Dr, Pueblo, CO","$1,699",https://www.zillow.com/b/the-vistas-at-villa-bella-pueblo-co-C43RYg/
"Christine Place Apartments | 600 N 19th Ave, Brighton, CO","$1,600",https://www.zillow.com/b/christine-place-apartments-brighton-co-BWNqyL/
"Marconi Meadows | 4730 Marconi Ave, Carmichael, CA","$1,625",https://www.zillow.com/b/marconi-meadows-carmichael-ca-5XjTNV/
"Avari Modern Apartments | 11580 W Corporate Dr, Avondale, AZ","$1,499",https://www.zillow.com/b/avari-modern-apartments-avondale-az-C7wbd3/
"The Carla | 1201 Fulton Ave, Sacramento, CA","$1,695",https://www.zillow.com/b/the-carla-sacramento-ca-5XkKqX/
"The Landing at Fiesta Village | 1310 W Southern Ave, Mesa, AZ","$1,499",https://www.zillow.com/b/the-landing-at-fiesta-village-mesa-az-C7JYWc/
"ICO District | 11100 S River Heights Dr, South Jordan, UT","$1,349",https://www.zillow.com/b/ico-district-south-jordan-ut-5Xt96F/
"Bridges on Sunset | 766 Sunset Ave, Suisun City, CA","$2,131",https://www.zillow.com/b/bridges-on-sunset-suisun-city-ca-5XjQXk/
"Selway | 2522 W Selway Rapids Ln, Meridian, ID","$1,350",https://www.zillow.com/b/selway-meridian-id-CJRqmr/
"Ventana Apartments | 110 Dias Cir, Pittsburg, CA","$1,925",https://www.zillow.com/b/ventana-apartments-pittsburg-ca-5hDDX9/
"Superstition Canyon | 1247 S 96th St, Mesa, AZ","$1,449",https://www.zillow.com/b/superstition-canyon-mesa-az-5Xt8Qw/
"The Residences at Escaya, 1925 Avenida Escaya APT 301, Chula Vista, CA 91913","$2,996/mo",https://www.zillow.com/b/the-residences-at-escaya-chula-vista-ca-BPcJrY/
"Villa Risa | 101 Risa Way, Chico, CA","$1,335",https://www.zillow.com/b/villa-risa-chico-ca-5YCBQ2/
"Rancho Vista | 1037 N Archibald Ave, Ontario, CA","$2,810",https://www.zillow.com/b/rancho-vista-ontario-ca-5XjHJQ/
"Creekside Alta Loma | 10757 Lemon Ave, Rancho Cucamonga, CA","$2,320",https://www.zillow.com/b/creekside-alta-loma-alta-loma-ca-5Xpygt/
"Sol38 by Liv | 3875 W Dobbins Rd, Laveen, AZ","$1,524",https://www.zillow.com/b/sol38-by-liv-laveen-az-9TgzKD/
"Chesapeake Bay | 2941 W Lowell Ave, Tracy, CA","$2,395",https://www.zillow.com/b/chesapeake-bay-tracy-ca-5Xk3Nq/
"Shorebird | 1362 S Vineyard, Mesa, AZ","$1,230",https://www.zillow.com/b/shorebird-mesa-az-5Xjq6j/
"Maple Leaf Townhomes | 7010 Simms St, Arvada, CO","$2,318",https://www.zillow.com/b/maple-leaf-townhomes-arvada-co-5Xt93f/
"Wildcat Crossing, 1115 W Sacramento Ave, Chico, CA 95926","$1,470",https://www.zillow.com/b/wildcat-crossing-chico-ca-5Xkfc2/
"Rosewood Village | 1181 Fulton Ave, Sacramento, CA","$1,525",https://www.zillow.com/b/rosewood-village-sacramento-ca-5XjTxr/
"1600 VINE | 1600 N Vine St, Los Angeles, CA","$2,815",https://www.zillow.com/b/1600-vine-los-angeles-ca-5XkJMZ/
"Metro7785 | 77-85 Estabrook St, San Leandro, CA","$2,350",https://www.zillow.com/b/metro7785-san-leandro-ca-BMXGzt/
"TENTEN Wilshire: 10 Weeks Free + $1,000 Back* | 1010 Wilshire Blvd, Los Angeles, CA","$2,950","https://www.zillow.com/b/tenten-wilshire%3a-10-weeks-free-%2b-%241,000-back*-los-angeles-ca-5XjCBD/"
"Fiesta Village Furnished Apts, 960 W Southern Ave, Mesa, AZ 85210","$1,349",https://www.zillow.com/b/fiesta-village-furnished-apts-mesa-az-5XhyQK/
"Centennial at 5th Apartments | 245 E Centennial Pkwy, North Las Vegas, NV","$1,414",https://www.zillow.com/b/centennial-at-5th-apartments-north-las-vegas-nv-5fzfK9/
"San Vicente Townhomes | 1950 W Tierra Buena Ln, Phoenix, AZ","$2,037",https://www.zillow.com/b/san-vicente-townhomes-phoenix-az-BcdRmW/
"Haven 124 | 12255 Claude Ct, Thornton, CO","$1,614",https://www.zillow.com/b/haven-124-northglenn-co-5Z8dDW/
"Chateau Manor, 724 Lewelling Blvd, San Leandro, CA 94579","$2,725",https://www.zillow.com/b/chateau-manor-san-leandro-ca-5XkJdN/
"Arbor Pointe Apartments | 9750 Old Placerville Rd, Sacramento, CA","$1,595",https://www.zillow.com/b/arbor-pointe-apartments-sacramento-ca-5XjSjV/
"Serengeti Springs, 7898 S Serenera Way #260, West Jordan, UT 84081","$1,505/mo",https://www.zillow.com/b/serengeti-springs-west-jordan-ut-5Xt89q/
"Serengeti Springs | 7898 S Serenera Way, West Jordan, UT","$1,555",https://www.zillow.com/b/serengeti-springs-west-jordan-ut-5Xt89q/
"Bel Mark, 1675 Hays St, San Leandro, CA 94577","$2,025",https://www.zillow.com/b/bel-mark-san-leandro-ca-5Xk3NF/
"Village Garden | 712 27th Ave, Greeley, CO","$1,100",https://www.zillow.com/b/village-garden-greeley-co-5XhvtH/
"Pavilions at Arrowhead Apartments | 7400 W Arrowhead Clubhouse Dr, Glendale, AZ","$1,434",https://www.zillow.com/b/pavilions-at-arrowhead-apartments-glendale-az-5XhyTy/
"Parkmerced | 3711 19th Ave, San Francisco, CA","$2,900",https://www.zillow.com/b/parkmerced-san-francisco-ca-5XjKHx/
"Villa Francisca, 930 N Palm Ave #228, West Hollywood, CA 90069","$2,874/mo",https://www.zillow.com/b/villa-francisca-west-hollywood-ca-BNLLL2/
"Christopher Todd Communities At Estrella Commons | 15385 W Fillmore St, Goodyear, AZ","$1,480",https://www.zillow.com/b/christopher-todd-communities-at-estrella-commons-goodyear-az-BbqcS8/
"Amalfi Apartments | 1251 Merry Loop, Milpitas, CA","$2,603",https://www.zillow.com/b/amalfi-apartments-milpitas-ca-65bf7k/
"Forum Fitzsimons | 13650 E Colfax Ave, Aurora, CO","$1,511",https://www.zillow.com/b/forum-fitzsimons-aurora-co-BKzPyH/
"Christopher Todd Communities At Estrella Commons, 15385 W Fillmore St #141, Goodyear, AZ 85338","$1,555/mo",https://www.zillow.com/b/christopher-todd-communities-at-estrella-commons-goodyear-az-BbqcS8/
"Northwood Apartments | 2201 Howe Ave, Sacramento, CA","$1,400",https://www.zillow.com/b/northwood-apartments-sacramento-ca-5XjSBP/
"Village at Fair Oaks | 10741 Fair Oaks Blvd, Fair Oaks, CA","$1,575",https://www.zillow.com/b/village-at-fair-oaks-fair-oaks-ca-5Xk4XL/
"The Residences at Stadium Village | 16485 N Stadium Way, Surprise, AZ","$1,381",https://www.zillow.com/b/the-residences-at-stadium-village-surprise-az-5XhycP/
"Cyrene at Estrella | 15447 W Baden St, Goodyear, AZ","$2,499",https://www.zillow.com/b/cyrene-at-estrella-goodyear-az-C3GgjV/
"Cyrene at Estrella, 15447 W Baden St #18-15405, Goodyear, AZ 85338","$2,790/mo",https://www.zillow.com/b/cyrene-at-estrella-goodyear-az-C3GgjV/
"Westlook Apartments | 4275 W 4th St, Reno, NV","$1,530",https://www.zillow.com/b/westlook-apartments-reno-nv-9TxkJ5/
"Westlook Apartments, 4275 W 4th St #338, Reno, NV 89523","$1,810/mo",https://www.zillow.com/b/westlook-apartments-reno-nv-9TxkJ5/
"Franciscan, 333 Willow St, Alameda, CA 94501","$2,395",https://www.zillow.com/b/franciscan-alameda-ca-5Xk2Jt/
"The Carson Townhomes - New Construction | 1190 S Gilbert Rd, Gilbert, AZ","$2,195",https://www.zillow.com/b/the-carson-townhomes-new-construction-gilbert-az-C7z44v/
"Keystone | 12150 Race St, Thornton, CO","$1,474",https://www.zillow.com/b/keystone-northglenn-co-5ghbMf/
"WATERFRONT AT THE MARINA | 375 Harbour Cove Dr, Sparks, NV","$1,718",https://www.zillow.com/b/waterfront-at-the-marina-sparks-nv-9MJG3r/
"5545 Marconi Ave, 5545 Marconi Ave #220, Carmichael, CA 95608","$1,795/mo",https://www.zillow.com/b/5545-marconi-ave-carmichael-ca-5XjKrr/
"Delano Apartments | 1800 E Covina St, Mesa, AZ","$1,100",https://www.zillow.com/b/delano-apartments-mesa-az-5XhyJZ/
"The Wyatt | 1233 S Gilbert Rd, Gilbert, AZ","$1,596",https://www.zillow.com/b/the-wyatt-gilbert-az-BwLXHf/
"IMT Stevenson Ranch, 25399 The Old Rd APT 14305, Stevenson Ranch, CA 91381","$2,980/mo",https://www.zillow.com/b/imt-stevenson-ranch-stevenson-ranch-ca-5Xr7Ws/
"IMT Stevenson Ranch | 25399 The Old Rd, Stevenson Ranch, CA","$2,275",https://www.zillow.com/b/imt-stevenson-ranch-stevenson-ranch-ca-5Xr7Ws/
"Haven at Towne Center | 17600 N 79th Ave, Glendale, AZ","$1,750",https://www.zillow.com/b/haven-at-towne-center-glendale-az-5XhyGy/
"1724 Highland, 1724 N Highland Ave, Los Angeles, CA 90028","$2,633",https://www.zillow.com/b/1724-highland-los-angeles-ca-5Z7Qg3/
"Alamo Garden | 1501 Alamo Dr, Vacaville, CA","$1,145",https://www.zillow.com/b/alamo-garden-vacaville-ca-5XjTzz/
"Ascent at Cottonwood Creek | 340 E Gordon Ln, Salt Lake City, UT","$1,500",https://www.zillow.com/b/ascent-at-cottonwood-creek-millcreek-ut-9TQ2f8/
"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA","$2,700",https://www.zillow.com/b/new-californian-berkeley-ca-5XjVpv/
"Maryland West Apartments | 4530 W McLellan Rd, Glendale, AZ","$1,350",https://www.zillow.com/b/maryland-west-apartments-glendale-az-5XhyPt/
"Windmill Cove | 9551 S Brandy Spring Ln, Sandy, UT","$1,750",https://www.zillow.com/b/windmill-cove-sandy-ut-64YFjP/
"Franklin Flats | 3208 W 7th St, Greeley, CO","$1,299",https://www.zillow.com/b/franklin-flats-greeley-co-5XhvVV/
"Paragon Station, 316 W 200 S, Salt Lake City, UT 84101","$2,100",https://www.zillow.com/b/paragon-station-salt-lake-city-ut-9mfp9v/
"Fenix 424 | 424 Callan Ave, San Leandro, CA","$2,150",https://www.zillow.com/b/fenix-424-san-leandro-ca-5XjQ3G/
"Villas at Pony Tracks | 3790 Pony Tracks Dr, Colorado Springs, CO","$1,975",https://www.zillow.com/b/villas-at-pony-tracks-colorado-springs-co-9WHkZ9/
"Wagon Wheel Town Square | 2650 Wagon Wheel Rd, Oxnard, CA","$2,550",https://www.zillow.com/b/wagon-wheel-town-square-oxnard-ca-C3ShzQ/
"Skyline View | 3880 Callan Blvd, South San Francisco, CA","$2,513",https://www.zillow.com/b/skyline-view-south-san-francisco-ca-5XjSqc/
"Bloom at Cherry Creek | 4700 E Kentucky Ave, Denver, CO","$1,640",https://www.zillow.com/b/bloom-at-cherry-creek-denver-co-BfkMgG/
